Article,Size,Qty,From,To,Reason,DispatchPolicy,DispatchWeekday,DispatchDate,EtaDate,ConsolidationStatus,RouteCluster,PlanningNote
59/682800NE,36,1.0,CA,SC,Fallback to outlet (unfillable run),ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/682800NE,38,1.0,CA,SC,Fallback to outlet (unfillable run),ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PBO,40,1.0,NV,RM,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PBO,37,1.0,PM,RM,Top-up to target,COURIER_2D_PM_CONSOLIDATED,Wednesday,2026-03-18,2026-03-20,PLANNED,,PM spedito con logica RM/EU a consolidamento raggiunto.
59/687PBO,38,1.0,PM,RM,Top-up to target,COURIER_2D_PM_CONSOLIDATED,Wednesday,2026-03-18,2026-03-20,PLANNED,,PM spedito con logica RM/EU a consolidamento raggiunto.
59/687PBO,39,1.0,PM,RM,Top-up to target,COURIER_2D_PM_CONSOLIDATED,Wednesday,2026-03-18,2026-03-20,PLANNED,,PM spedito con logica RM/EU a consolidamento raggiunto.
59/687PBO,37,1.0,RM,AR,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PBO,37,1.0,RM,EU,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PBO,38,1.0,RM,EU,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PBO,39,1.0,RM,EU,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PBO,40,1.0,RM,EU,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PNE,37,2.0,AR,MC,Fallback to outlet (unfillable run),ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PNE,38,2.0,AR,MC,Fallback to outlet (unfillable run),ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PNE,39,1.0,AR,MC,Fallback to outlet (unfillable run),ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PNE,36,1.0,AR,RM,Fill required run,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PNE,37,1.0,AU,AR,Top-up to target,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PNE,38,1.0,AU,EU,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PNE,39,1.0,AU,EU,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PNE,40,1.0,AU,EU,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PNE,37,1.0,CA,TV,Fill required run,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PNE,38,1.0,CA,TV,Fill required run,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PNE,39,1.0,LN,PD,Fill required run,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PNE,37,1.0,LN,PM,Fill required run,COURIER_2D_PM_CONSOLIDATED,Wednesday,2026-03-18,2026-03-20,PLANNED,,PM spedito con logica RM/EU a consolidamento raggiunto.
59/687PNE,37,1.0,LN,PM,Top-up to target,COURIER_2D_PM_CONSOLIDATED,Wednesday,2026-03-18,2026-03-20,PLANNED,,PM spedito con logica RM/EU a consolidamento raggiunto.
59/687PNE,38,1.0,LN,PM,Fill required run,COURIER_2D_PM_CONSOLIDATED,Wednesday,2026-03-18,2026-03-20,PLANNED,,PM spedito con logica RM/EU a consolidamento raggiunto.
59/687PNE,38,1.0,LN,PM,Top-up to target,COURIER_2D_PM_CONSOLIDATED,Wednesday,2026-03-18,2026-03-20,PLANNED,,PM spedito con logica RM/EU a consolidamento raggiunto.
59/687PNE,39,1.0,MC,AR,Top-up to target,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PNE,37,1.0,MC,BO,Top-up to target,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PNE,38,1.0,MC,RM,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PNE,40,1.0,MC,RM,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PNE,38,1.0,ME2,BO,Top-up to target,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PNE,40,1.0,ME2,BO,Top-up to target,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PNE,39,1.0,ME2,RM,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PNE,36,1.0,MI,EU,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PNE,37,1.0,NV,RI,Fill required run,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PNE,38,1.0,NV,RI,Fill required run,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PNE,37,1.0,OR,NV,Fill required run,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PNE,38,1.0,OR,NV,Fill required run,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PNE,39,1.0,OR,NV,Fill required run,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PNE,37,1.0,OR,RI,Top-up to target,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PNE,38,1.0,OR,RI,Top-up to target,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PNE,39,1.0,OR,RI,Top-up to target,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PNE,39,1.0,PD,BO,Top-up to target,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PNE,37,1.0,PD,CA,Fill required run,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PNE,38,1.0,PD,CA,Fill required run,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PNE,39,1.0,PD,CA,Fill required run,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PNE,37,1.0,PD,CO,Top-up to target,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PNE,40,1.0,PD,MC,Fallback to outlet (unfillable run),ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PNE,39,1.0,PD,TV,Fill required run,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PNE,38,1.0,PM,CO,Top-up to target,COURIER_2D_PM_CONSOLIDATED,Wednesday,2026-03-18,2026-03-20,PLANNED,,PM spedito con logica RM/EU a consolidamento raggiunto.
59/687PNE,37,1.0,PM,PD,Fill required run,COURIER_2D_PM_CONSOLIDATED,Wednesday,2026-03-18,2026-03-20,PLANNED,,PM spedito con logica RM/EU a consolidamento raggiunto.
59/687PNE,37,1.0,PM,PD,Top-up to target,COURIER_2D_PM_CONSOLIDATED,Wednesday,2026-03-18,2026-03-20,PLANNED,,PM spedito con logica RM/EU a consolidamento raggiunto.
59/687PNE,38,1.0,PM,PD,Top-up to target,COURIER_2D_PM_CONSOLIDATED,Wednesday,2026-03-18,2026-03-20,PLANNED,,PM spedito con logica RM/EU a consolidamento raggiunto.
59/687PNE,39,1.0,PM,PD,Top-up to target,COURIER_2D_PM_CONSOLIDATED,Wednesday,2026-03-18,2026-03-20,PLANNED,,PM spedito con logica RM/EU a consolidamento raggiunto.
59/687PNE,37,1.0,RI,BS,Top-up to target,ROUTE_WEEKLY,Tuesday,2026-03-24,2026-03-25,PLANNED,TUE,Pianificato su giro settimanale negozi.
59/687PNE,38,1.0,RI,BS,Top-up to target,ROUTE_WEEKLY,Tuesday,2026-03-24,2026-03-25,PLANNED,TUE,Pianificato su giro settimanale negozi.
59/687PNE,38,1.0,RI,OR,Fill required run,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PNE,37,1.0,RI,VR,Top-up to target,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PNE,38,1.0,RI,VR,Top-up to target,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PNE,39,1.0,RI,VR,Fill required run,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PNE,39,1.0,RI,VR,Top-up to target,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PNE,40,1.0,RI,VR,Top-up to target,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PNE,36,1.0,RM,AR,Fill required run,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PNE,36,1.0,RM,BO,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PNE,38,1.0,RM,MC,Fallback to outlet (unfillable run),COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PNE,39,1.0,RM,MC,Fallback to outlet (unfillable run),COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PNE,37,1.0,RM,OR,Fill required run,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PNE,37,1.0,RM,OR,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PNE,38,1.0,RM,OR,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PNE,39,1.0,RM,OR,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PNE,40,1.0,RM,OR,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PNE,38,1.0,SC,AR,Top-up to target,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PNE,39,1.0,SC,AR,Fill required run,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PNE,40,1.0,SC,AR,Top-up to target,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PNE,37,1.0,SC,RM,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PNE,37,1.0,SD,EU,Top-up to target,SD_QTY_TRIGGER,Thursday,2026-03-19,2026-03-20,PLANNED,,SD rilasciato per soglia quantità pronta.
59/687PNE,38,1.0,SM,RM,Fill required run,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PNE,37,1.0,VR,BS,Fill required run,ROUTE_WEEKLY,Tuesday,2026-03-24,2026-03-25,PLANNED,TUE,Pianificato su giro settimanale negozi.
59/687PNE,39,1.0,VR,CO,Top-up to target,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PNE,40,1.0,VR,CO,Top-up to target,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PNE,37,1.0,VR,LN,Fill required run,ROUTE_WEEKLY,Tuesday,2026-03-24,2026-03-25,PLANNED,TUE,Pianificato su giro settimanale negozi.
59/687PNE,37,1.0,VR,LN,Top-up to target,ROUTE_WEEKLY,Tuesday,2026-03-24,2026-03-25,PLANNED,TUE,Pianificato su giro settimanale negozi.
59/687PNE,38,1.0,VR,LN,Top-up to target,ROUTE_WEEKLY,Tuesday,2026-03-24,2026-03-25,PLANNED,TUE,Pianificato su giro settimanale negozi.
59/687PNE,39,1.0,VR,LN,Top-up to target,ROUTE_WEEKLY,Tuesday,2026-03-24,2026-03-25,PLANNED,TUE,Pianificato su giro settimanale negozi.
59/687PNE,40,1.0,VR,LN,Top-up to target,ROUTE_WEEKLY,Tuesday,2026-03-24,2026-03-25,PLANNED,TUE,Pianificato su giro settimanale negozi.
59/687PTM,36,1.0,AR,CO,Fill required run,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PTM,36,1.0,AR,RM,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PTM,39,1.0,AR,TV,Fill required run,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PTM,37,1.0,AR,VR,Fill required run,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PTM,37,1.0,AR,VR,Top-up to target,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PTM,38,1.0,AR,VR,Top-up to target,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PTM,39,1.0,AR,VR,Top-up to target,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PTM,40,1.0,AR,VR,Top-up to target,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PTM,37,1.0,CA,ME2,Fill required run,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PTM,38,1.0,CA,ME2,Fill required run,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PTM,39,1.0,CA,ME2,Fill required run,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PTM,36,1.0,LN,AR,Fill required run,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PTM,38,1.0,LN,AR,Top-up to target,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PTM,40,1.0,LN,AR,Top-up to target,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PTM,37,1.0,LN,CA,Fill required run,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PTM,37,1.0,LN,CA,Top-up to target,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PTM,38,1.0,LN,CA,Fill required run,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PTM,39,1.0,LN,CA,Fill required run,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PTM,35,1.0,LN,EU,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PTM,37,1.0,ME2,TV,Fill required run,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PTM,38,1.0,ME2,TV,Fill required run,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PTM,37,1.0,NV,LN,Top-up to target,ROUTE_WEEKLY,Tuesday,2026-03-24,2026-03-25,PLANNED,TUE,Pianificato su giro settimanale negozi.
59/687PTM,38,1.0,NV,LN,Top-up to target,ROUTE_WEEKLY,Tuesday,2026-03-24,2026-03-25,PLANNED,TUE,Pianificato su giro settimanale negozi.
59/687PTM,39,1.0,NV,LN,Top-up to target,ROUTE_WEEKLY,Tuesday,2026-03-24,2026-03-25,PLANNED,TUE,Pianificato su giro settimanale negozi.
59/687PTM,37,1.0,OR,RM,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PTM,38,1.0,OR,RM,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PTM,40,1.0,OR,RM,Fill required run,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PTM,40,1.0,PD,AR,Fill required run,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PTM,36,1.0,PD,EU,Fill required run,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PTM,37,1.0,PD,EU,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PTM,38,1.0,PD,EU,Fill required run,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PTM,37,1.0,PM,AR,Top-up to target,COURIER_2D_PM_CONSOLIDATED,Wednesday,2026-03-18,2026-03-20,PLANNED,,PM spedito con logica RM/EU a consolidamento raggiunto.
59/687PTM,36,1.0,PM,EU,Top-up to target,COURIER_2D_PM_CONSOLIDATED,Wednesday,2026-03-18,2026-03-20,PLANNED,,PM spedito con logica RM/EU a consolidamento raggiunto.
59/687PTM,38,1.0,PM,EU,Top-up to target,COURIER_2D_PM_CONSOLIDATED,Wednesday,2026-03-18,2026-03-20,PLANNED,,PM spedito con logica RM/EU a consolidamento raggiunto.
59/687PTM,37,1.0,RI,BO,Fill required run,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PTM,40,1.0,RI,BO,Fill required run,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PTM,39,1.0,RI,RM,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PTM,36,1.0,RM,BO,Fill required run,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PTM,36,1.0,RM,BO,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PTM,37,1.0,RM,BO,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PTM,38,1.0,RM,BO,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PTM,39,1.0,RM,BO,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PTM,40,1.0,RM,BO,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PTM,37,1.0,RM,CO,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PTM,38,1.0,RM,CO,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PTM,39,1.0,SC,EU,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PTM,40,1.0,SC,EU,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/687PTM,39,1.0,SM,AR,Top-up to target,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PTM,36,1.0,VR,AR,Top-up to target,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/687PTM,40,1.0,VR,LN,Top-up to target,ROUTE_WEEKLY,Tuesday,2026-03-24,2026-03-25,PLANNED,TUE,Pianificato su giro settimanale negozi.
59/687PTM,37,1.0,VR,NV,Fill required run,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PTM,37,1.0,VR,NV,Top-up to target,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PTM,38,1.0,VR,NV,Fill required run,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/687PTM,39,1.0,VR,NV,Fill required run,ROUTE_WEEKLY,Wednesday,2026-03-18,2026-03-19,PLANNED,WED,Pianificato su giro settimanale negozi.
59/695CTM,37,1.0,OR,EU,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/695CTM,36,1.0,OR,RM,Fill required run,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/695CTM,39,1.0,OR,RM,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/695CTM,37,1.0,RI,RM,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/695CTM,38,1.0,RI,RM,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/695CTM,37,1.0,RM,BS,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/695CTM,38,1.0,RM,BS,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/695CTM,36,1.0,RM,EU,Fill required run,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/695CTM,38,1.0,RM,EU,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/695CTM,39,1.0,RM,EU,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/695PNE,39,1.0,AR,EU,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/695PNE,41,1.0,AR,EU,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/695PNE,37,1.0,AR,RM,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/695PNE,37,1.0,RM,CO,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/695PNE,37,1.0,RM,EU,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/695PNE,38,1.0,RM,EU,Top-up to target,COURIER_2D_PALLET,Wednesday,2026-03-18,2026-03-20,PLANNED,,RM/EU corriere + bancali ogni 2 giorni.
59/695PNE,37,1.0,VR,AR,Top-up to target,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/695PNE,38,1.0,VR,AR,Top-up to target,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
59/695PNE,39,1.0,VR,AR,Top-up to target,ROUTE_WEEKLY,Thursday,2026-03-19,2026-03-20,PLANNED,THU,Pianificato su giro settimanale negozi.
