Article,Shop,Periodo_Qty,Venduto_Qty,StockNow,SelloutUsed,DemandRule,DemandAI,DemandBlendWeight,DemandHybrid,ScarcityBoost,ServiceFactor,DemandModelMode,DemandModelQualityR2
59/2005CCU,SD,0.0,0.0,4.0,51.0,0.29988,1.321041137974107,0.280153009536405,0.5859613660250661,1.0,0.98,ridge_oof_blend,0.6225622434142333
59/2005CCU,SM,0.0,1.0,7.0,20.0,0.4,1.3257383178284377,0.280153009536405,1.0,1.0,1.0,ridge_oof_blend,0.6225622434142333
59/2005CCU,TV,0.0,0.0,8.0,51.0,0.9455399999999999,2.191515697924999,0.280153009536405,1.2946038415829109,1.0,1.03,ridge_oof_blend,0.6225622434142333
59/2005CCU,VR,2.0,2.0,11.0,15.0,2.1917500000000003,3.277985998476102,0.280153009536405,2.496062284039862,1.0,1.1,ridge_oof_blend,0.6225622434142333
59/2005CCU,WEB,1.0,2.0,0.0,27.0,1.1405,2.4590108077376938,0.280153009536405,1.5098847708939913,1.0,1.0,ridge_oof_blend,0.6225622434142333
59/2005CTM,AR,1.0,5.0,7.0,36.0,3.1271999999999998,3.0345475579121928,0.280153009536405,3.101243139508203,1.0,1.2,ridge_oof_blend,0.6225622434142333
59/2005CTM,BO,3.0,5.0,6.0,38.0,4.359649999999999,2.563802744013002,0.280153009536405,3.8565379865675475,1.0,1.15,ridge_oof_blend,0.6225622434142333
59/2005CTM,BS,1.0,3.0,6.0,23.0,2.068275,2.1977789713755724,0.280153009536405,2.104555927327783,1.0,1.15,ridge_oof_blend,0.6225622434142333
59/2005CTM,CO,1.0,3.0,5.0,50.0,2.07,2.466527400489155,0.280153009536405,2.181088344610684,1.0,1.15,ridge_oof_blend,0.6225622434142333
59/2005CTM,EU,3.0,4.0,9.0,31.0,4.085399999999999,4.36041837380689,0.280153009536405,4.1624472250998075,1.0,1.2,ridge_oof_blend,0.6225622434142333
59/2005CTM,M4,0.0,0.0,0.0,51.0,0.0765,0.18431984215179079,0.280153009536405,0.10670605326656432,1.0,1.0,ridge_oof_blend,0.6225622434142333
59/2005CTM,ME2,0.0,1.0,0.0,51.0,0.336295,0.6325448913733818,0.280153009536405,1.0,1.0,1.03,ridge_oof_blend,0.6225622434142333
59/2005CTM,MI,0.0,0.0,0.0,51.0,0.153,0.5154224706402213,0.280153009536405,0.2545337458734773,1.0,1.0,ridge_oof_blend,0.6225622434142333
59/2005CTM,MP,0.0,0.0,1.0,51.0,0.0765,0.033346223548801984,0.09049152532089674,0.0725949489455741,1.0,1.0,ridge_oof_blend,0.6225622434142333
59/2005CTM,MR,0.0,0.0,2.0,51.0,0.0765,0.13244805376910757,0.0,0.0765,1.0,1.0,ridge_oof_blend,0.6225622434142333
59/2005CTM,NV,0.0,1.0,5.0,17.0,0.4433000000000001,1.8519891191206699,0.280153009536405,1.0,1.0,1.1,ridge_oof_blend,0.6225622434142333
59/2005CTM,OR,2.0,5.0,5.0,38.0,3.5101,2.0310529933001833,0.280153009536405,3.095740529827235,1.0,1.1,ridge_oof_blend,0.6225622434142333
59/2005CTM,PD,2.0,2.0,3.0,51.0,1.829795,1.4984490029118223,0.280153009536405,1.7369674217179063,1.0,1.03,ridge_oof_blend,0.6225622434142333
59/2005CTM,PM,1.0,5.0,9.0,38.0,2.7464600000000003,2.339232539004138,0.280153009536405,2.6323740012361405,1.0,1.06,ridge_oof_blend,0.6225622434142333
59/2005CTM,RI,3.0,5.0,6.0,38.0,4.1701,2.433733620100304,0.280153009536405,3.683651733013267,1.0,1.1,ridge_oof_blend,0.6225622434142333
