Article,Size,From,To,Reason,Qty
59/3058PTM,37,RM,VR,Top-up to target,1
59/3058PTM,38,RM,VR,Top-up to target,1
59/3058PTM,37,VR,AR,Top-up to target,1
59/3058PTM,40,VR,MC,Fallback to outlet (unfillable run),1
59/3058PTM,37,VR,OR,Fill required run,1
59/3058PTM,38,VR,OR,Fill required run,1
59/3058PTM,39,VR,OR,Fill required run,1
59/3058PTM,39,VR,RI,Fill required run,1
59/3059CTO,36,AR,BO,Fill required run,1
59/3059CTO,36,BO,AU,Fallback to outlet (unfillable run),1
59/3059CTO,37,BO,RI,Fill required run,1
59/3059CTO,38,BO,RI,Fill required run,1
59/3059CTO,39,BO,RI,Fill required run,1
59/3059CTO,38,BS,AU,Fallback to outlet (unfillable run),2
59/3059CTO,37,BS,BO,Fill required run,1
59/3059CTO,36,EU,AR,Top-up to target,1
59/3059CTO,35,EU,AU,Fallback to outlet (unfillable run),1
59/3059CTO,37,EU,AU,Fallback to outlet (unfillable run),1
59/3059CTO,38,EU,AU,Fallback to outlet (unfillable run),1
59/3059CTO,41,EU,AU,Fallback to outlet (unfillable run),1
59/3059CTO,38,NV,AR,Top-up to target,1
59/3059CTO,39,NV,AR,Top-up to target,1
59/3059CTO,37,OR,AR,Top-up to target,1
59/3059CTO,38,OR,BO,Fill required run,1
59/3059CTO,39,OR,BO,Fill required run,1
59/3059CTO,40,OR,BO,Fill required run,1
59/3059CTO,37,RI,VR,Fill required run,1
59/3059CTO,38,RI,VR,Fill required run,1
59/3059CTO,37,RM,AU,Fallback to outlet (unfillable run),1
59/3059CTO,38,RM,AU,Fallback to outlet (unfillable run),1
59/3059CTO,39,RM,AU,Fallback to outlet (unfillable run),1
59/3059PBO,36,AR,RM,Fill required run,1
59/3059PBO,36,AR,RM,Top-up to target,1
59/3059PBO,37,AR,RM,Fill required run,1
59/3059PBO,37,AR,RM,Top-up to target,1
59/3059PBO,38,AR,RM,Top-up to target,1
59/3059PBO,39,AR,RM,Fill required run,1
59/3059PBO,39,AR,RM,Top-up to target,1
59/3059PBO,40,AR,RM,Top-up to target,1
59/3059PBO,36,BO,CO,Fill required run,1
59/3059PBO,37,BO,CO,Fill required run,1
59/3059PBO,38,BO,CO,Fill required run,1
59/3059PBO,39,BO,CO,Fill required run,1
59/3059PBO,36,BS,AR,Top-up to target,1
59/3059PBO,37,BS,AR,Top-up to target,1
59/3059PBO,39,BS,AR,Fill required run,1
59/3059PBO,40,BS,AR,Fill required run,1
59/3059PBO,37,CO,OR,Fill required run,1
59/3059PBO,38,CO,OR,Fill required run,1
59/3059PBO,39,CO,OR,Top-up to target,1
59/3059PBO,36,CO,PM,Top-up to target,1
59/3059PBO,38,EU,AR,Top-up to target,1
59/3059PBO,39,EU,AR,Top-up to target,1
59/3059PBO,40,EU,AR,Top-up to target,1
59/3059PBO,36,EU,BO,Fill required run,1
59/3059PBO,37,EU,BO,Fill required run,1
59/3059PBO,38,EU,BO,Fill required run,1
59/3059PBO,39,EU,BO,Fill required run,1
59/3059PBO,40,EU,BO,Fill required run,1
59/3059PBO,40,EU,CO,Fill required run,1
59/3059PBO,35,EU,OR,Top-up to target,1
59/3059PBO,37,EU,OR,Top-up to target,1
59/3059PBO,38,EU,OR,Top-up to target,1
59/3059PBO,41,EU,RM,Top-up to target,1
59/3059PBO,36,LN,AR,Fill required run,1
59/3059PBO,37,LN,AR,Fill required run,1
59/3059PBO,38,LN,AR,Fill required run,1
59/3059PBO,37,OR,PM,Top-up to target,1
59/3059PBO,38,OR,PM,Top-up to target,1
59/3059PBO,37,OR,VR,Fill required run,1
59/3059PBO,38,OR,VR,Fill required run,1
59/3059PBO,39,OR,VR,Fill required run,1
59/3059PBO,36,PM,AU,Fallback to outlet (unfillable run),1
59/3059PBO,37,PM,LN,Fill required run,1
59/3059PBO,37,PM,LN,Top-up to target,1
59/3059PBO,38,PM,LN,Top-up to target,1
59/3059PBO,39,PM,LN,Top-up to target,1
59/3059PBO,37,RI,PM,Fill required run,1
59/3059PBO,39,RI,PM,Fill required run,1
59/3059PBO,35,RM,EU,Top-up to target,1
59/3059PBO,36,RM,EU,Top-up to target,1
59/3059PBO,37,RM,EU,Fill required run,1
59/3059PBO,37,RM,EU,Top-up to target,1
59/3059PBO,38,RM,EU,Top-up to target,1
59/3059PBO,39,RM,EU,Fill required run,1
59/3059PBO,39,RM,EU,Top-up to target,1
59/3059PBO,40,RM,EU,Fill required run,1
59/3059PBO,40,RM,EU,Top-up to target,1
59/3059PBO,41,RM,PM,Top-up to target,1
59/3059PBO,37,VR,RI,Fill required run,1
59/3059PBO,38,VR,RI,Fill required run,1
59/3059PNE,37,BS,MI,Fallback to outlet (unfillable run),1
59/3059PNE,38,BS,MI,Fallback to outlet (unfillable run),1
59/3059PNE,37,CO,MI,Fallback to outlet (unfillable run),1
59/3059PNE,38,CO,MI,Fallback to outlet (unfillable run),1
59/3059PNE,37,EU,MI,Fallback to outlet (unfillable run),1
59/3059PNE,38,EU,MI,Fallback to outlet (unfillable run),2
59/3059PNE,39,EU,MI,Fallback to outlet (unfillable run),1
59/3059PNE,38,LN,RM,Fill required run,1
59/3059PNE,37,LN,VR,Top-up to target,1
59/3059PNE,37,NV,OR,Fill required run,1
59/3059PNE,38,NV,OR,Fill required run,1
59/3059PNE,37,OR,PM,Fill required run,1
59/3059PNE,38,OR,PM,Fill required run,1
59/3059PNE,36,PD,AR,Fill required run,1
59/3059PNE,37,PD,AR,Top-up to target,1
59/3059PNE,38,PD,AR,Fill required run,1
59/3059PNE,39,PD,VR,Top-up to target,1
59/3059PNE,36,RI,AR,Top-up to target,1
59/3059PNE,37,RI,NV,Fill required run,1
59/3059PNE,39,RI,NV,Fill required run,1
59/3059PNE,35,RI,VR,Top-up to target,1
59/3059PNE,38,RI,VR,Top-up to target,1
59/3059PNE,36,RM,BO,Fill required run,1
59/3059PNE,37,RM,MI,Fallback to outlet (unfillable run),1
59/3059PNE,38,RM,MI,Fallback to outlet (unfillable run),1
59/3059PNE,39,RM,MI,Fallback to outlet (unfillable run),2
59/3059PNE,35,VR,MI,Fallback to outlet (unfillable run),1
59/3059PNE,37,VR,MI,Fallback to outlet (unfillable run),1
59/3059PNE,41,VR,MI,Fallback to outlet (unfillable run),1
59/3059PNE,38,VR,NV,Fill required run,1
59/3059PNE,39,VR,OR,Fill required run,1
59/3059PNE,39,VR,PM,Fill required run,1
59/3060CTM,36,BO,AU,Fallback to outlet (unfillable run),1
59/3060CTM,37,BO,OR,Fill required run,1
59/3060CTM,38,BO,OR,Fill required run,1
59/3060CTM,39,BO,OR,Fill required run,1
59/3060CTM,35,BS,AU,Fallback to outlet (unfillable run),1
59/3060CTM,41,BS,AU,Fallback to outlet (unfillable run),1
59/3060CTM,36,BS,BO,Fill required run,1
59/3060CTM,37,BS,BO,Fill required run,1
59/3060CTM,38,BS,BO,Fill required run,1
59/3060CTM,39,BS,BO,Fill required run,1
59/3060CTM,40,BS,BO,Fill required run,1
59/3060CTM,36,CO,EU,Fill required run,1
59/3060CTM,38,CO,EU,Top-up to target,1
59/3060CTM,40,CO,EU,Top-up to target,1
59/3060CTM,38,EU,BS,Top-up to target,1
59/3060CTM,40,EU,BS,Top-up to target,1
59/3060CTM,41,EU,BS,Top-up to target,1
59/3060CTM,36,EU,RM,Fill required run,1
59/3060CTM,37,EU,RM,Fill required run,1
59/3060CTM,39,EU,RM,Fill required run,1
59/3060CTM,37,LN,AU,Fallback to outlet (unfillable run),1
59/3060CTM,37,OR,LN,Fill required run,1
59/3060CTM,38,OR,LN,Fill required run,1
59/3060CTM,38,RM,AU,Fallback to outlet (unfillable run),1
59/3060CTM,36,RM,BS,Fill required run,1
59/3060CTM,37,RM,BS,Fill required run,1
59/3060CTM,39,RM,BS,Fill required run,1
59/3060PBO,36,AR,EU,Fill required run,1
59/3060PBO,36,AR,EU,Top-up to target,1
59/3060PBO,38,AR,EU,Top-up to target,1
59/3060PBO,39,AR,EU,Fill required run,1
59/3060PBO,40,AR,EU,Top-up to target,1
59/3060PBO,37,AR,RM,Fill required run,1
59/3060PBO,38,AR,RM,Fill required run,1
59/3060PBO,36,BO,CO,Fill required run,1
59/3060PBO,37,BO,CO,Fill required run,1
59/3060PBO,38,BO,CO,Fill required run,1
59/3060PBO,39,BO,CO,Fill required run,1
59/3060PBO,39,BS,AR,Fill required run,1
59/3060PBO,40,BS,AR,Top-up to target,1
59/3060PBO,36,BS,BO,Fill required run,1
59/3060PBO,37,BS,BO,Fill required run,1
59/3060PBO,38,BS,BO,Fill required run,1
59/3060PBO,39,BS,BO,Fill required run,1
59/3060PBO,40,BS,BO,Fill required run,1
59/3060PBO,36,CO,AU,Fallback to outlet (unfillable run),1
59/3060PBO,37,CO,NV,Fill required run,1
59/3060PBO,38,CO,NV,Fill required run,1
59/3060PBO,39,CO,NV,Fill required run,1
59/3060PBO,36,EU,BS,Top-up to target,1
59/3060PBO,40,EU,CO,Fill required run,1
59/3060PBO,37,EU,LN,Top-up to target,1
59/3060PBO,38,EU,LN,Top-up to target,1
59/3060PBO,37,EU,NV,Top-up to target,1
59/3060PBO,36,EU,RM,Fill required run,1
59/3060PBO,39,EU,RM,Fill required run,1
59/3060PBO,40,EU,RM,Fill required run,1
59/3060PBO,37,LN,AR,Top-up to target,1
59/3060PBO,38,LN,AR,Top-up to target,1
59/3060PBO,40,LN,AR,Fill required run,1
59/3060PBO,37,LN,AU,Fallback to outlet (unfillable run),2
59/3060PBO,38,LN,AU,Fallback to outlet (unfillable run),1
59/3060PBO,41,LN,AU,Fallback to outlet (unfillable run),1
59/3060PBO,37,NV,PM,Fill required run,1
59/3060PBO,37,NV,VR,Fill required run,1
59/3060PBO,38,NV,VR,Fill required run,1
59/3060PBO,39,NV,VR,Fill required run,1
59/3060PBO,37,PM,LN,Fill required run,1
59/3060PBO,38,PM,LN,Fill required run,1
59/3060PBO,36,RI,AR,Top-up to target,1
59/3060PBO,37,RI,EU,Top-up to target,1
59/3060PBO,36,RM,BS,Fill required run,1
59/3060PBO,37,RM,BS,Fill required run,1
59/3060PBO,39,RM,BS,Fill required run,1
59/3060PBO,40,RM,BS,Fill required run,1
59/3060PBO,38,RM,NV,Top-up to target,1
59/3060PBO,38,VR,PM,Fill required run,1
59/3060PBO,39,VR,PM,Fill required run,1
59/3060PNE,36,AR,BS,Fill required run,1
59/3060PNE,36,AR,BS,Top-up to target,1
59/3060PNE,39,AR,BS,Top-up to target,1
59/3060PNE,40,AR,BS,Top-up to target,1
59/3060PNE,40,AR,PD,Top-up to target,1
59/3060PNE,37,AR,SC,Fallback to outlet (unfillable run),2
59/3060PNE,38,AR,SC,Fallback to outlet (unfillable run),1
59/3060PNE,40,BO,AR,Top-up to target,1
59/3060PNE,37,BO,BS,Fill required run,1
59/3060PNE,38,BO,BS,Fill required run,1
59/3060PNE,36,BO,RM,Top-up to target,1
59/3060PNE,36,BS,CO,Fill required run,1
59/3060PNE,37,BS,CO,Fill required run,1
59/3060PNE,38,BS,CO,Fill required run,1
59/3060PNE,40,BS,CO,Fill required run,1
59/3060PNE,39,BS,PD,Top-up to target,1
59/3060PNE,37,BS,VR,Top-up to target,1
59/3060PNE,40,BS,VR,Top-up to target,1
59/3060PNE,41,BS,VR,Top-up to target,1
59/3060PNE,37,CO,BS,Top-up to target,1
59/3060PNE,38,CO,BS,Top-up to target,1
59/3060PNE,36,CO,VR,Top-up to target,1
59/3060PNE,37,CO,VR,Fill required run,1
59/3060PNE,38,CO,VR,Top-up to target,1
59/3060PNE,39,CO,VR,Top-up to target,1
59/3060PNE,36,EU,AR,Fill required run,1
59/3060PNE,36,EU,AR,Top-up to target,1
59/3060PNE,41,EU,BS,Top-up to target,1
59/3060PNE,37,EU,SC,Fallback to outlet (unfillable run),2
59/3060PNE,38,EU,SC,Fallback to outlet (unfillable run),2
59/3060PNE,39,EU,SC,Fallback to outlet (unfillable run),1
59/3060PNE,37,LN,PM,Fill required run,1
59/3060PNE,38,LN,PM,Fill required run,1
59/3060PNE,37,ME2,RM,Top-up to target,1
59/3060PNE,40,ME2,RM,Fill required run,1
59/3060PNE,37,NV,OR,Top-up to target,1
59/3060PNE,38,NV,OR,Fill required run,1
59/3060PNE,39,NV,OR,Fill required run,1
59/3060PNE,38,OR,AR,Top-up to target,1
59/3060PNE,39,OR,AR,Top-up to target,1
59/3060PNE,37,OR,LN,Fill required run,1
59/3060PNE,38,OR,LN,Fill required run,1
59/3060PNE,39,OR,LN,Fill required run,1
59/3060PNE,37,OR,PD,Top-up to target,1
59/3060PNE,38,OR,PD,Top-up to target,1
59/3060PNE,39,OR,PM,Fill required run,1
59/3060PNE,41,OR,RM,Top-up to target,1
59/3060PNE,39,PD,RM,Top-up to target,1
59/3060PNE,35,PD,TV,Top-up to target,1
59/3060PNE,37,PD,TV,Fill required run,1
59/3060PNE,37,PD,TV,Top-up to target,1
59/3060PNE,38,PD,TV,Top-up to target,1
59/3060PNE,39,PD,TV,Top-up to target,1
59/3060PNE,40,PD,TV,Top-up to target,1
59/3060PNE,38,PM,PD,Fill required run,1
59/3060PNE,39,PM,PD,Fill required run,1
59/3060PNE,38,RI,AR,Fill required run,1
59/3060PNE,39,RI,EU,Top-up to target,1
59/3060PNE,40,RI,RM,Top-up to target,1
59/3060PNE,36,RM,EU,Fill required run,1
59/3060PNE,36,RM,EU,Top-up to target,1
59/3060PNE,41,RM,EU,Top-up to target,1
59/3060PNE,37,RM,SC,Fallback to outlet (unfillable run),2
59/3060PNE,38,RM,SC,Fallback to outlet (unfillable run),2
59/3060PNE,39,RM,SC,Fallback to outlet (unfillable run),1
59/3060PNE,38,SC,EU,Top-up to target,1
59/3060PNE,38,SC,RM,Top-up to target,1
59/3060PNE,37,TV,CA,Fill required run,1
59/3060PNE,38,TV,CA,Fill required run,1
59/3060PNE,39,TV,CA,Fill required run,1
59/3060PNE,37,TV,EU,Top-up to target,1
59/3060PNE,37,VR,AR,Top-up to target,1
59/3060PNE,40,VR,EU,Top-up to target,1
59/3060PNE,37,VR,NV,Fill required run,1
59/3060PNE,37,VR,NV,Top-up to target,1
59/3060PNE,38,VR,NV,Fill required run,1
59/3060PNE,39,VR,NV,Fill required run,1
59/3060PNE,36,VR,OR,Top-up to target,1
59/3060PNE,38,VR,OR,Top-up to target,1
59/3060PNE,39,VR,OR,Top-up to target,1
59/3060PNE,36,VR,RM,Fill required run,1
59/3060PTM,36,AR,RM,Fill required run,1
59/3060PTM,36,EU,AR,Fill required run,1
59/3060PTM,38,EU,AR,Top-up to target,1
59/3060PTM,38,EU,RM,Top-up to target,1
59/3060PTM,35,NV,RI,Top-up to target,1
59/3060PTM,38,NV,RI,Top-up to target,1
59/3060PTM,37,RI,VR,Fill required run,1
59/3060PTM,38,RI,VR,Fill required run,1
59/3060PTM,36,RM,EU,Fill required run,1
59/3060PTM,38,RM,EU,Top-up to target,1
59/3060PTM,39,RM,EU,Top-up to target,1
59/3060PTM,40,RM,EU,Top-up to target,1
59/3060PTM,35,RM,NV,Top-up to target,1
59/3060PTM,38,RM,NV,Top-up to target,1
59/3060PTM,37,VR,PD,Fill required run,1
59/3062PNE,38,AR,AU,Fallback to outlet (unfillable run),1
59/3062PNE,39,AR,AU,Fallback to outlet (unfillable run),1
59/3062PNE,36,AR,BO,Fill required run,1
59/3062PNE,37,AR,BO,Fill required run,1
59/3062PNE,38,BO,AU,Fallback to outlet (unfillable run),2
59/3062PNE,39,BO,AU,Fallback to outlet (unfillable run),1
59/3062PNE,41,BO,AU,Fallback to outlet (unfillable run),1
59/3062PNE,36,BO,BS,Fill required run,1
59/3062PNE,37,BO,BS,Fill required run,1
59/3062PNE,36,BS,AU,Fallback to outlet (unfillable run),1
59/3062PNE,38,BS,AU,Fallback to outlet (unfillable run),1
59/3062PNE,39,BS,AU,Fallback to outlet (unfillable run),1
59/3062PNE,41,BS,AU,Fallback to outlet (unfillable run),1
59/3062PNE,37,BS,RI,Fill required run,1
59/3062PNE,36,CO,AR,Fill required run,1
59/3062PNE,37,CO,AR,Fill required run,1
59/3062PNE,35,CO,AU,Fallback to outlet (unfillable run),1
59/3062PNE,39,CO,AU,Fallback to outlet (unfillable run),1
59/3062PNE,41,CO,AU,Fallback to outlet (unfillable run),1
59/3062PNE,37,EU,NV,Top-up to target,1
59/3062PNE,38,LN,RM,Top-up to target,1
59/3062PNE,39,ME2,RM,Fill required run,1
59/3062PNE,36,NV,EU,Top-up to target,1
59/3062PNE,37,NV,PD,Fill required run,1
59/3062PNE,40,OR,AU,Fallback to outlet (unfillable run),1
59/3062PNE,39,OR,PD,Fill required run,1
59/3062PNE,38,OR,RI,Fill required run,1
59/3062PNE,36,OR,RM,Top-up to target,1
59/3062PNE,37,OR,RM,Top-up to target,1
59/3062PNE,37,PD,TV,Fill required run,1
59/3062PNE,38,PD,TV,Fill required run,1
59/3062PNE,38,PM,AR,Fill required run,1
59/3062PNE,39,PM,AR,Fill required run,1
59/3062PNE,40,PM,AR,Fill required run,1
59/3062PNE,38,PM,EU,Top-up to target,1
59/3062PNE,39,PM,EU,Top-up to target,1
59/3062PNE,39,PM,RI,Fill required run,1
59/3062PNE,36,PM,RM,Fill required run,1
59/3062PNE,37,PM,RM,Fill required run,1
59/3062PNE,37,RI,NV,Fill required run,1
59/3062PNE,39,RI,TV,Fill required run,1
59/3062PNE,38,VR,AU,Fallback to outlet (unfillable run),1
59/3062PNE,39,VR,AU,Fallback to outlet (unfillable run),1
59/3062PNE,37,VR,EU,Top-up to target,1
59/3063PNE,36,AR,BS,Fill required run,1
59/3063PNE,37,AR,MI,Fallback to outlet (unfillable run),1
59/3063PNE,38,AR,MI,Fallback to outlet (unfillable run),1
59/3063PNE,39,AR,MI,Fallback to outlet (unfillable run),1
59/3063PNE,36,BO,CO,Fill required run,1
59/3063PNE,36,BS,AR,Fill required run,1
59/3063PNE,36,BS,BO,Fill required run,1
59/3063PNE,36,BS,BO,Top-up to target,1
59/3063PNE,37,BS,MI,Fallback to outlet (unfillable run),2
59/3063PNE,38,BS,MI,Fallback to outlet (unfillable run),2
59/3063PNE,39,BS,MI,Fallback to outlet (unfillable run),1
59/3063PNE,41,BS,NV,Top-up to target,1
59/3063PNE,37,CA,TV,Fill required run,1
59/3063PNE,38,CA,TV,Fill required run,1
59/3063PNE,38,CO,MI,Fallback to outlet (unfillable run),1
59/3063PNE,36,CO,NV,Top-up to target,1
59/3063PNE,37,CO,NV,Top-up to target,1
59/3063PNE,40,CO,NV,Top-up to target,1
59/3063PNE,38,EU,MI,Fallback to outlet (unfillable run),1
59/3063PNE,39,EU,MI,Fallback to outlet (unfillable run),2
59/3063PNE,40,EU,MI,Fallback to outlet (unfillable run),1
59/3063PNE,40,LN,AR,Fill required run,1
59/3063PNE,38,LN,BS,Top-up to target,1
59/3063PNE,37,LN,RM,Top-up to target,1
59/3063PNE,39,LN,RM,Top-up to target,1
59/3063PNE,37,ME2,PD,Fill required run,1
59/3063PNE,38,ME2,PD,Fill required run,1
59/3063PNE,40,MI,RM,Top-up to target,1
59/3063PNE,36,NV,OR,Top-up to target,1
59/3063PNE,37,NV,OR,Fill required run,1
59/3063PNE,37,NV,OR,Top-up to target,1
59/3063PNE,38,NV,OR,Top-up to target,1
59/3063PNE,39,NV,OR,Fill required run,1
59/3063PNE,39,NV,OR,Top-up to target,1
59/3063PNE,40,NV,OR,Top-up to target,1
59/3063PNE,41,NV,OR,Top-up to target,1
59/3063PNE,39,NV,TV,Fill required run,1
59/3063PNE,39,OR,CA,Fill required run,1
59/3063PNE,37,OR,CO,Fill required run,1
59/3063PNE,39,OR,CO,Fill required run,1
59/3063PNE,36,OR,MI,Fallback to outlet (unfillable run),1
59/3063PNE,40,OR,MI,Fallback to outlet (unfillable run),2
59/3063PNE,39,OR,NV,Top-up to target,1
59/3063PNE,37,OR,PD,Top-up to target,1
59/3063PNE,37,OR,RI,Fill required run,1
59/3063PNE,38,OR,RI,Fill required run,1
59/3063PNE,39,OR,RI,Fill required run,1
59/3063PNE,37,PD,RM,Fill required run,1
59/3063PNE,38,PD,RM,Top-up to target,1
59/3063PNE,37,PM,AR,Fill required run,1
59/3063PNE,39,PM,AR,Fill required run,1
59/3063PNE,39,PM,BS,Top-up to target,1
59/3063PNE,38,PM,CO,Fill required run,1
59/3063PNE,40,PM,CO,Fill required run,1
59/3063PNE,36,PM,RM,Fill required run,1
59/3063PNE,37,RI,CA,Fill required run,1
59/3063PNE,38,RI,CA,Fill required run,1
59/3063PNE,36,RM,BS,Top-up to target,1
59/3063PNE,37,TV,ME2,Fill required run,1
59/3063PNE,39,TV,ME2,Fill required run,1
59/3063PNE,39,VR,BO,Fill required run,1
59/3063PNE,37,VR,BS,Top-up to target,1
59/3063PNE,38,VR,NV,Fill required run,1
59/3063PNE,38,VR,NV,Top-up to target,1
59/3063PNE,36,VR,RM,Top-up to target,1
59/3065CNE,37,AR,MI,Fallback to outlet (unfillable run),2
59/3065CNE,38,AR,MI,Fallback to outlet (unfillable run),2
59/3065CNE,39,AR,MI,Fallback to outlet (unfillable run),2
59/3065CNE,41,AR,MI,Fallback to outlet (unfillable run),1
59/3065CNE,36,AR,RM,Fill required run,1
59/3065CNE,36,BO,AR,Fill required run,1
59/3065CNE,37,BO,MI,Fallback to outlet (unfillable run),1
59/3065CNE,38,BO,MI,Fallback to outlet (unfillable run),1
59/3065CNE,39,BO,MI,Fallback to outlet (unfillable run),2
59/3065CNE,41,BO,MI,Fallback to outlet (unfillable run),1
59/3065CNE,37,CO,MI,Fallback to outlet (unfillable run),1
59/3065CNE,38,CO,MI,Fallback to outlet (unfillable run),1
59/3065CNE,39,CO,MI,Fallback to outlet (unfillable run),1
59/3065CNE,37,EU,MI,Fallback to outlet (unfillable run),1
59/3065CNE,38,EU,MI,Fallback to outlet (unfillable run),1
59/3065CNE,39,EU,MI,Fallback to outlet (unfillable run),1
59/3065CNE,37,LN,AR,Top-up to target,1
59/3065CNE,38,LN,MI,Fallback to outlet (unfillable run),1
59/3065CNE,39,LN,MI,Fallback to outlet (unfillable run),1
59/3065CNE,40,ME2,AR,Fill required run,1
59/3065CNE,38,ME2,RM,Top-up to target,1
59/3065CNE,38,MI,AR,Top-up to target,1
59/3065CNE,39,MI,AR,Top-up to target,1
59/3065CNE,41,OR,RM,Top-up to target,1
59/3065CNE,39,PD,RM,Top-up to target,1
59/3065CNE,38,PM,MI,Fallback to outlet (unfillable run),1
59/3065CNE,37,PM,RM,Top-up to target,1
59/3065CNE,40,PM,RM,Fill required run,1
59/3065CNE,38,RI,MI,Fallback to outlet (unfillable run),1
59/3065CNE,39,RI,MI,Fallback to outlet (unfillable run),1
59/3065CNE,37,RI,NV,Fill required run,1
59/3065CNE,40,RI,RM,Top-up to target,1
59/3065CNE,36,RM,BS,Fill required run,1
59/3065CNE,37,RM,MI,Fallback to outlet (unfillable run),2
59/3065CNE,38,RM,MI,Fallback to outlet (unfillable run),2
59/3065CNE,39,RM,MI,Fallback to outlet (unfillable run),2
59/3065CNE,41,RM,MI,Fallback to outlet (unfillable run),1
59/3065CNE,40,TV,AR,Top-up to target,1
59/3065CNE,41,TV,AR,Top-up to target,1
59/3065CNE,40,VR,BS,Fill required run,1
59/3065CTM,36,AR,EU,Top-up to target,1
59/3065CTM,41,AR,NV,Top-up to target,1
59/3065CTM,36,BO,NV,Top-up to target,1
59/3065CTM,37,BO,NV,Fill required run,1
59/3065CTM,38,BO,NV,Fill required run,1
59/3065CTM,39,BO,NV,Fill required run,1
59/3065CTM,38,BS,BO,Fill required run,1
59/3065CTM,39,BS,BO,Fill required run,1
59/3065CTM,40,BS,BO,Fill required run,1
59/3065CTM,37,CA,ME2,Fill required run,1
59/3065CTM,38,CA,ME2,Fill required run,1
59/3065CTM,41,CO,AR,Top-up to target,1
59/3065CTM,37,CO,RM,Top-up to target,1
59/3065CTM,38,CO,RM,Top-up to target,1
59/3065CTM,37,EU,BO,Fill required run,1
59/3065CTM,37,EU,NV,Top-up to target,1
59/3065CTM,38,EU,NV,Top-up to target,1
59/3065CTM,39,EU,NV,Top-up to target,1
59/3065CTM,40,EU,NV,Top-up to target,1
59/3065CTM,36,EU,RM,Fill required run,1
59/3065CTM,36,EU,RM,Top-up to target,1
59/3065CTM,39,LN,AR,Top-up to target,1
59/3065CTM,37,ME2,TV,Fill required run,1
59/3065CTM,38,ME2,TV,Fill required run,1
59/3065CTM,37,NV,OR,Fill required run,1
59/3065CTM,38,NV,OR,Fill required run,1
59/3065CTM,39,NV,OR,Fill required run,1
59/3065CTM,36,NV,PM,Top-up to target,1
59/3065CTM,37,NV,RI,Top-up to target,1
59/3065CTM,38,NV,RI,Top-up to target,1
59/3065CTM,39,NV,VR,Fill required run,1
59/3065CTM,37,OR,VR,Fill required run,1
59/3065CTM,38,OR,VR,Fill required run,1
59/3065CTM,36,PD,AR,Fill required run,1
59/3065CTM,37,PD,AR,Top-up to target,1
59/3065CTM,38,PD,AR,Top-up to target,1
59/3065CTM,40,PD,AR,Fill required run,1
59/3065CTM,36,PM,AR,Top-up to target,1
59/3065CTM,40,PM,AR,Top-up to target,1
59/3065CTM,36,PM,AU,Fallback to outlet (unfillable run),1
59/3065CTM,37,PM,CA,Fill required run,1
59/3065CTM,38,PM,CA,Fill required run,1
59/3065CTM,39,PM,CA,Fill required run,1
59/3065CTM,39,PM,ME2,Fill required run,1
59/3065CTM,37,RI,EU,Top-up to target,1
59/3065CTM,38,RI,EU,Top-up to target,1
59/3065CTM,37,RI,PM,Top-up to target,1
59/3065CTM,38,RI,PM,Fill required run,1
59/3065CTM,38,RI,PM,Top-up to target,1
59/3065CTM,39,RI,PM,Top-up to target,1
59/3065CTM,40,RI,RM,Fill required run,1
59/3065CTM,36,RM,BO,Fill required run,1
59/3065CTM,36,RM,EU,Fill required run,1
59/3065CTM,39,RM,TV,Fill required run,1
59/3065CTM,37,VR,RI,Fill required run,1
59/3065CTM,38,VR,RI,Fill required run,1
59/3065PTBE,37,AR,AU,Fallback to outlet (unfillable run),1
59/3065PTBE,38,AR,AU,Fallback to outlet (unfillable run),1
59/3065PTBE,39,AR,AU,Fallback to outlet (unfillable run),2
59/3065PTBE,41,AR,AU,Fallback to outlet (unfillable run),1
59/3065PTBE,38,BO,AU,Fallback to outlet (unfillable run),1
59/3065PTBE,38,CO,AU,Fallback to outlet (unfillable run),1
