Article,Size,Qty,From,To,Reason
59/133199TO,36,1,BO,BS,Top-up to target
59/133199TO,37,1,BO,BS,Top-up to target
59/133199TO,38,1,BO,BS,Top-up to target
59/133199TO,39,1,BO,BS,Top-up to target
59/133199TO,36,1,BS,CO,Fill required run
59/133199TO,37,1,BS,CO,Fill required run
59/133199TO,38,1,BS,CO,Fill required run
59/133199TO,39,1,BO,CO,Fill required run
59/133199TO,40,1,BS,CO,Fill required run
59/133199TO,37,1,BS,NV,Fill required run
59/133199TO,38,1,BS,NV,Fill required run
59/133199TO,39,1,BS,NV,Fill required run
59/133199TO,37,1,CO,NV,Top-up to target
59/133199TO,38,1,CO,NV,Top-up to target
59/133199TO,39,1,CO,NV,Top-up to target
59/133199TO,37,1,NV,RI,Fill required run
59/133199TO,38,1,NV,RI,Fill required run
59/133199TO,37,1,NV,RI,Top-up to target
59/133199TO,38,1,NV,RI,Top-up to target
59/133199TO,39,1,NV,RI,Top-up to target
59/133199TO,36,1,CO,RI,Top-up to target
59/133199TO,40,1,EU,RI,Top-up to target
59/133199TO,37,1,RI,VR,Fill required run
59/133199TO,38,1,RI,VR,Fill required run
59/133199TO,37,1,RI,VR,Top-up to target
59/133199TO,38,1,RI,VR,Top-up to target
59/133199TO,39,1,RI,VR,Top-up to target
59/133199TO,37,1,VR,OR,Fill required run
59/133199TO,38,1,VR,OR,Fill required run
59/133199TO,37,1,VR,OR,Top-up to target
59/133199TO,38,1,VR,OR,Top-up to target
59/133199TO,37,1,OR,LN,Fill required run
59/133199TO,38,1,OR,LN,Fill required run
59/133199TO,37,1,OR,LN,Top-up to target
59/133199TO,38,1,OR,LN,Top-up to target
59/133199TO,39,1,VR,LN,Top-up to target
59/133199TO,36,1,RI,LN,Top-up to target
59/133199TO,37,1,LN,PD,Fill required run
59/133199TO,38,1,LN,PD,Fill required run
59/133199TO,39,1,LN,PD,Fill required run
59/133199TO,37,1,LN,PD,Top-up to target
59/133199TO,38,1,LN,PD,Top-up to target
59/133199TO,39,1,LN,PD,Top-up to target
59/133199TO,36,1,EU,PD,Top-up to target
59/133199TO,40,1,RI,PD,Top-up to target
59/133199TO,37,1,PD,ME2,Fill required run
59/133199TO,38,1,PD,ME2,Fill required run
59/133199TO,39,1,PD,ME2,Fill required run
59/133199TO,37,1,ME2,TV,Fill required run
59/133199TO,38,1,ME2,TV,Fill required run
59/133199TO,39,1,PD,TV,Fill required run
59/133199TO,37,1,EU,AU,Fallback to outlet (unfillable run)
59/133199TO,36,1,PD,AU,Fallback to outlet (unfillable run)
59/133199TO,40,1,PD,AU,Fallback to outlet (unfillable run)
59/136VBO,40,1,AU,EU,Fill required run
59/136VBO,41,1,BO,AU,Fallback to outlet (unfillable run)
59/136VBO,36,1,BO,AU,Fallback to outlet (unfillable run)
59/136VBO,37,1,BO,AU,Fallback to outlet (unfillable run)
59/136VBO,38,1,BO,AU,Fallback to outlet (unfillable run)
59/136VBO,38,1,BO,AU,Fallback to outlet (unfillable run)
59/136VBO,37,1,CO,AU,Fallback to outlet (unfillable run)
59/136VBO,38,1,CO,AU,Fallback to outlet (unfillable run)
59/136VBO,38,1,CO,AU,Fallback to outlet (unfillable run)
59/136VBO,39,1,CO,AU,Fallback to outlet (unfillable run)
59/136VBO,40,1,LN,AU,Fallback to outlet (unfillable run)
59/136VBO,37,1,LN,AU,Fallback to outlet (unfillable run)
59/136VBO,38,1,LN,AU,Fallback to outlet (unfillable run)
59/136VBO,40,1,ME2,AU,Fallback to outlet (unfillable run)
59/136VBO,38,1,ME2,AU,Fallback to outlet (unfillable run)
59/136VBO,38,1,ME2,AU,Fallback to outlet (unfillable run)
59/136VBO,36,1,PM,AU,Fallback to outlet (unfillable run)
59/136VBO,40,1,PM,AU,Fallback to outlet (unfillable run)
59/136VBO,37,1,PM,AU,Fallback to outlet (unfillable run)
59/136VBO,38,1,PM,AU,Fallback to outlet (unfillable run)
59/136VBO,41,1,RM,AU,Fallback to outlet (unfillable run)
59/136VBO,38,1,RM,AU,Fallback to outlet (unfillable run)
59/136VBO,39,1,RM,AU,Fallback to outlet (unfillable run)
59/1408CBE,38,1,BO,AU,Fallback to outlet (unfillable run)
59/1408CBE,39,1,BO,AU,Fallback to outlet (unfillable run)
59/1408CBE,37,1,BS,AU,Fallback to outlet (unfillable run)
59/1408CBE,38,1,BS,AU,Fallback to outlet (unfillable run)
59/1408CBE,39,1,BS,AU,Fallback to outlet (unfillable run)
59/1408CBE,39,1,BS,AU,Fallback to outlet (unfillable run)
59/1408CBE,37,1,CO,AU,Fallback to outlet (unfillable run)
59/1408CBE,38,1,CO,AU,Fallback to outlet (unfillable run)
59/1408CBE,41,1,EU,AU,Fallback to outlet (unfillable run)
59/1408CBE,38,1,EU,AU,Fallback to outlet (unfillable run)
59/1408CBE,39,1,EU,AU,Fallback to outlet (unfillable run)
59/1408CBE,39,1,EU,AU,Fallback to outlet (unfillable run)
59/1408CBE,36,1,NV,AU,Fallback to outlet (unfillable run)
59/1408CBE,37,1,NV,AU,Fallback to outlet (unfillable run)
59/1408CTM,41,1,BO,AU,Fallback to outlet (unfillable run)
59/1408CTM,37,1,BO,AU,Fallback to outlet (unfillable run)
59/1408CTM,38,1,BO,AU,Fallback to outlet (unfillable run)
59/1408CTM,39,1,BO,AU,Fallback to outlet (unfillable run)
59/1408CTM,35,1,EU,AU,Fallback to outlet (unfillable run)
59/1408CTM,36,1,EU,AU,Fallback to outlet (unfillable run)
59/1408CTM,38,1,EU,AU,Fallback to outlet (unfillable run)
59/1408CTM,39,1,EU,AU,Fallback to outlet (unfillable run)
59/1408CTM,38,1,NV,AU,Fallback to outlet (unfillable run)
59/1408CTM,38,1,OR,AU,Fallback to outlet (unfillable run)
59/1408CTM,41,1,RM,AU,Fallback to outlet (unfillable run)
59/1408CTM,37,1,RM,AU,Fallback to outlet (unfillable run)
59/1408CTM,38,1,RM,AU,Fallback to outlet (unfillable run)
59/1431454N,36,1,VR,EU,Fill required run
59/1431454N,39,1,PM,EU,Fill required run
59/1431454N,40,1,NV,EU,Fill required run
59/1431454N,36,1,BO,EU,Top-up to target
59/1431454N,37,1,M4,EU,Top-up to target
59/1431454N,38,1,PM,EU,Top-up to target
59/1431454N,39,1,NV,EU,Top-up to target
59/1431454N,35,1,NV,EU,Top-up to target
59/1431454N,41,1,VR,EU,Top-up to target
59/1431454N,38,1,PM,AR,Fill required run
59/1431454N,40,1,EU,AR,Fill required run
59/1431454N,36,1,BS,AR,Top-up to target
59/1431454N,37,1,VR,AR,Top-up to target
59/1431454N,38,1,BO,AR,Top-up to target
59/1431454N,39,1,BO,AR,Top-up to target
59/1431454N,35,1,EU,AR,Top-up to target
59/1431454N,40,1,AR,RM,Fill required run
59/1431454N,36,1,AR,RM,Top-up to target
59/1431454N,36,1,AR,CO,Fill required run
59/1431454N,37,1,BO,CO,Fill required run
59/1431454N,38,1,BS,CO,Fill required run
59/1431454N,39,1,AR,CO,Fill required run
59/1431454N,40,1,RM,CO,Fill required run
59/1431454N,36,1,CO,BO,Fill required run
59/1431454N,37,1,CO,BO,Fill required run
59/1431454N,40,1,CO,BO,Fill required run
59/1431454N,36,1,RM,BO,Top-up to target
59/1431454N,37,1,AR,BO,Top-up to target
59/1431454N,39,1,BO,NV,Fill required run
59/1431454N,37,1,BO,NV,Top-up to target
59/1431454N,38,1,BO,NV,Top-up to target
59/1431454N,39,1,CO,NV,Top-up to target
59/1431454N,35,1,AR,NV,Top-up to target
59/1431454N,36,1,BO,NV,Top-up to target
59/1431454N,40,1,BO,NV,Top-up to target
59/1431454N,41,1,EU,NV,Top-up to target
59/1431454N,37,1,NV,OR,Fill required run
59/1431454N,38,1,NV,OR,Fill required run
59/1431454N,39,1,NV,OR,Fill required run
59/1431454N,37,1,NV,OR,Top-up to target
59/1431454N,37,1,OR,RI,Fill required run
59/1431454N,38,1,NV,RI,Fill required run
59/1431454N,39,1,NV,RI,Fill required run
59/1431454N,37,1,RI,VR,Fill required run
59/1431454N,39,1,RI,VR,Fill required run
59/1431454N,37,1,OR,VR,Top-up to target
59/1431454N,38,1,OR,VR,Top-up to target
59/1431454N,39,1,AR,VR,Top-up to target
59/1431454N,37,1,VR,LN,Fill required run
59/1431454N,38,1,VR,LN,Fill required run
59/1431454N,39,1,VR,LN,Fill required run
59/1431454N,38,1,LN,PM,Fill required run
59/1431454N,39,1,LN,PM,Fill required run
59/1431454N,37,1,VR,PM,Top-up to target
59/1431454N,38,1,VR,PM,Top-up to target
59/1431454N,37,1,PM,ME2,Fill required run
59/1431454N,38,1,PM,ME2,Fill required run
59/1431454N,39,1,PM,ME2,Fill required run
59/1431454N,38,1,ME2,TV,Fill required run
59/1431454N,39,1,ME2,TV,Fill required run
59/1431454N,37,1,AR,MI,Fallback to outlet (unfillable run)
59/1431454N,36,1,EU,MI,Fallback to outlet (unfillable run)
59/1431454N,36,1,EU,MI,Fallback to outlet (unfillable run)
59/1431454N,37,1,EU,MI,Fallback to outlet (unfillable run)
59/1431454N,37,1,EU,MI,Fallback to outlet (unfillable run)
59/1431454N,37,1,EU,MI,Fallback to outlet (unfillable run)
59/1431454N,38,1,EU,MI,Fallback to outlet (unfillable run)
59/1431454N,38,1,EU,MI,Fallback to outlet (unfillable run)
59/1431454N,35,1,NV,MI,Fallback to outlet (unfillable run)
59/1431454N,36,1,NV,MI,Fallback to outlet (unfillable run)
59/1431454N,37,1,PM,MI,Fallback to outlet (unfillable run)
59/1431454N,36,1,RM,MI,Fallback to outlet (unfillable run)
59/1431454N,37,1,RM,MI,Fallback to outlet (unfillable run)
59/1431454N,37,1,RM,MI,Fallback to outlet (unfillable run)
59/1431454N,38,1,RM,MI,Fallback to outlet (unfillable run)
59/1431454T,38,1,SM,EU,Fill required run
59/1431454T,36,1,EU,BS,Fill required run
59/1431454T,37,1,EU,BS,Fill required run
59/1431454T,38,1,EU,BS,Fill required run
59/1431454T,39,1,EU,BS,Fill required run
59/1431454T,40,1,EU,BS,Fill required run
59/1431454T,38,1,BS,BO,Fill required run
59/1431454T,39,1,BS,BO,Fill required run
59/1431454T,40,1,BS,BO,Fill required run
59/1431454T,37,1,BO,NV,Fill required run
59/1431454T,38,1,BO,NV,Fill required run
59/1431454T,39,1,BO,NV,Fill required run
59/1431454T,37,1,NV,RI,Fill required run
59/1452CTM,37,1,VR,EU,Top-up to target
59/1452CTM,38,1,ME2,EU,Top-up to target
59/1452CTM,39,1,CA,EU,Top-up to target
59/1452CTM,40,1,CA,EU,Top-up to target
59/1452CTM,37,1,EU,AR,Top-up to target
59/1452CTM,38,1,LN,AR,Top-up to target
59/1452CTM,39,1,LN,AR,Top-up to target
59/1452CTM,37,1,AR,RM,Top-up to target
59/1452CTM,38,1,PM,RM,Top-up to target
59/1452CTM,37,1,RM,BS,Top-up to target
59/1452CTM,38,1,RI,BS,Top-up to target
59/1452CTM,37,1,BS,CO,Top-up to target
59/1452CTM,38,1,VR,CO,Top-up to target
59/1452CTM,37,1,CO,BO,Top-up to target
59/1452CTM,37,1,BO,OR,Fill required run
59/1452CTM,38,1,BO,OR,Fill required run
59/1452CTM,38,1,CO,OR,Top-up to target
59/1452CTM,39,1,PM,OR,Top-up to target
59/1452CTM,40,1,PM,OR,Top-up to target
59/1452CTM,37,1,OR,RI,Fill required run
59/1452CTM,38,1,OR,RI,Fill required run
59/1452CTM,39,1,NV,RI,Fill required run
59/1452CTM,38,1,OR,RI,Top-up to target
59/1452CTM,37,1,RI,NV,Fill required run
59/1452CTM,38,1,RI,NV,Fill required run
59/1452CTM,39,1,OR,NV,Fill required run
59/1452CTM,37,1,NV,VR,Fill required run
59/1452CTM,38,1,NV,VR,Fill required run
59/1452CTM,38,1,RI,VR,Top-up to target
59/1452CTM,37,1,VR,LN,Fill required run
59/1452CTM,38,1,VR,LN,Fill required run
59/1452CTM,39,1,NV,LN,Fill required run
59/1452CTM,37,1,LN,PM,Fill required run
59/1452CTM,38,1,LN,PM,Fill required run
59/1452CTM,38,1,VR,PM,Top-up to target
59/1452CTM,39,1,LN,PM,Top-up to target
59/1452CTM,37,1,PM,PD,Fill required run
59/1452CTM,38,1,PM,PD,Top-up to target
59/1452CTM,39,1,PM,PD,Top-up to target
59/1452CTM,40,1,RI,PD,Top-up to target
59/1452CTM,37,1,PD,TV,Fill required run
59/1452CTM,38,1,PD,TV,Fill required run
59/1452CTM,39,1,PD,TV,Fill required run
59/1452CTM,38,1,AR,MI,Fallback to outlet (unfillable run)
59/1452CTM,39,1,AR,MI,Fallback to outlet (unfillable run)
59/1452CTM,39,1,AR,MI,Fallback to outlet (unfillable run)
59/1452CTM,39,1,BO,MI,Fallback to outlet (unfillable run)
59/1452CTM,38,1,EU,MI,Fallback to outlet (unfillable run)
59/1452CTM,38,1,EU,MI,Fallback to outlet (unfillable run)
59/1452CTM,39,1,EU,MI,Fallback to outlet (unfillable run)
59/1452CTM,39,1,EU,MI,Fallback to outlet (unfillable run)
59/1452CTM,38,1,PM,MI,Fallback to outlet (unfillable run)
59/1452CTM,38,1,RM,MI,Fallback to outlet (unfillable run)
59/1452CTM,38,1,RM,MI,Fallback to outlet (unfillable run)
59/1452CTM,39,1,RM,MI,Fallback to outlet (unfillable run)
59/1452PNE,36,1,PM,AR,Fill required run
59/1452PNE,36,1,EU,AR,Top-up to target
59/1452PNE,37,1,TV,AR,Top-up to target
59/1452PNE,38,1,ME2,AR,Top-up to target
59/1452PNE,39,1,ME2,AR,Top-up to target
59/1452PNE,40,1,PD,AR,Top-up to target
59/1452PNE,41,1,LN,AR,Top-up to target
59/1452PNE,36,1,AR,EU,Fill required run
59/1452PNE,37,1,PM,EU,Fill required run
59/1452PNE,36,1,AR,EU,Top-up to target
59/1452PNE,37,1,BS,EU,Top-up to target
59/1452PNE,38,1,LN,EU,Top-up to target
59/1452PNE,39,1,PM,EU,Top-up to target
59/1452PNE,40,1,PM,EU,Top-up to target
59/1452PNE,41,1,BS,EU,Top-up to target
59/1452PNE,36,1,EU,RM,Fill required run
59/1452PNE,39,1,OR,RM,Fill required run
59/1452PNE,36,1,EU,RM,Top-up to target
59/1452PNE,37,1,AR,RM,Top-up to target
59/1452PNE,38,1,OR,RM,Top-up to target
59/1452PNE,39,1,VR,RM,Top-up to target
59/1452PNE,40,1,VR,RM,Top-up to target
59/1452PNE,36,1,RM,BS,Fill required run
59/1452PNE,37,1,AR,BS,Fill required run
59/1452PNE,36,1,RM,BS,Top-up to target
59/1452PNE,37,1,EU,BS,Top-up to target
59/1452PNE,38,1,BO,BS,Top-up to target
59/1452PNE,39,1,BO,BS,Top-up to target
59/1452PNE,40,1,AR,BS,Top-up to target
59/1452PNE,41,1,AR,BS,Top-up to target
59/1452PNE,36,1,BS,CO,Fill required run
59/1452PNE,37,1,BS,CO,Fill required run
59/1452PNE,40,1,BS,CO,Fill required run
59/1452PNE,37,1,CO,RI,Fill required run
59/1452PNE,38,1,CO,RI,Fill required run
59/1452PNE,39,1,CO,RI,Fill required run
59/1452PNE,37,1,BS,RI,Top-up to target
59/1452PNE,37,1,RI,NV,Fill required run
59/1452PNE,38,1,RI,NV,Fill required run
59/1452PNE,39,1,RI,NV,Fill required run
59/1452PNE,37,1,NV,OR,Fill required run
59/1452PNE,38,1,NV,OR,Fill required run
59/1452PNE,39,1,BS,OR,Fill required run
59/1452PNE,37,1,EU,OR,Top-up to target
59/1452PNE,37,1,OR,VR,Fill required run
59/1452PNE,39,1,OR,VR,Fill required run
59/1452PNE,37,1,OR,VR,Top-up to target
59/1452PNE,37,1,VR,PD,Fill required run
59/1452PNE,38,1,OR,PD,Fill required run
59/1452PNE,37,1,VR,PD,Top-up to target
59/1452PNE,38,1,VR,PD,Top-up to target
59/1452PNE,37,1,PD,TV,Fill required run
59/1452PNE,39,1,PD,TV,Fill required run
59/1452PNE,37,1,PD,TV,Top-up to target
59/1452PNE,38,1,PD,TV,Top-up to target
59/1452PNE,37,1,TV,CA,Fill required run
59/1452PNE,38,1,TV,CA,Fill required run
59/1452PNE,39,1,TV,CA,Fill required run
59/1463CCA,37,1,VR,EU,Top-up to target
59/1463CCA,38,1,VR,EU,Top-up to target
59/1463CCA,39,1,RI,EU,Top-up to target
59/1463CCA,37,1,RI,AR,Top-up to target
59/1463CCA,37,1,OR,NV,Fill required run
59/1463CCA,38,1,BO,NV,Fill required run
59/1463CCA,39,1,OR,NV,Fill required run
59/1463CCA,37,1,BO,NV,Top-up to target
59/1463CCA,38,1,BS,NV,Top-up to target
59/1463CCA,39,1,BS,NV,Top-up to target
59/1463CCA,40,1,EU,NV,Top-up to target
59/1463CCA,41,1,AR,NV,Top-up to target
59/1463CCA,37,1,NV,OR,Fill required run
59/1463CCA,38,1,NV,OR,Fill required run
59/1463CCA,37,1,NV,OR,Top-up to target
59/1463CCA,38,1,NV,OR,Top-up to target
59/1533CTM,37,1,BO,AR,Top-up to target
59/1533CTM,38,1,BS,AR,Top-up to target
59/1533CTM,39,1,BS,AR,Top-up to target
59/1533CTM,40,1,RM,AR,Top-up to target
59/1533CTM,37,1,AR,EU,Top-up to target
59/1533CTM,38,1,BO,EU,Top-up to target
59/1533CTM,39,1,AR,EU,Top-up to target
59/1533CTM,37,1,EU,RM,Top-up to target
59/1533CTM,38,1,AR,RM,Top-up to target
59/1533CTM,39,1,AR,RM,Top-up to target
59/1533CTM,40,1,AR,RM,Top-up to target
59/1533CTM,37,1,RM,BO,Top-up to target
59/1533CTM,38,1,EU,BO,Top-up to target
59/1533CTM,39,1,RM,BO,Top-up to target
59/1533CTM,40,1,RM,BO,Top-up to target
59/1533CTM,37,1,BO,CO,Top-up to target
59/1533CTM,38,1,BO,CO,Top-up to target
59/1533CTM,37,1,CO,OR,Fill required run
59/1533CTM,38,1,RM,OR,Fill required run
59/1533CTM,39,1,BO,OR,Fill required run
59/1533PNE,36,1,LN,EU,Fill required run
59/1533PNE,36,1,OR,EU,Top-up to target
59/1533PNE,37,1,LN,EU,Top-up to target
59/1533PNE,38,1,LN,EU,Top-up to target
59/1533PNE,39,1,NV,EU,Top-up to target
59/1533PNE,40,1,NV,EU,Top-up to target
59/1533PNE,35,1,OR,EU,Top-up to target
59/1533PNE,36,1,RM,AR,Fill required run
59/1533PNE,36,1,EU,AR,Top-up to target
59/1533PNE,37,1,CO,AR,Top-up to target
59/1533PNE,38,1,OR,AR,Top-up to target
59/1533PNE,39,1,OR,AR,Top-up to target
59/1533PNE,40,1,CO,AR,Top-up to target
59/1533PNE,35,1,RM,AR,Top-up to target
59/1533PNE,41,1,EU,AR,Top-up to target
59/1533PNE,36,1,AR,RM,Fill required run
59/1533PNE,36,1,AR,RM,Top-up to target
59/1533PNE,37,1,AR,RM,Top-up to target
59/1533PNE,38,1,AR,RM,Top-up to target
59/1533PNE,39,1,AR,RM,Top-up to target
59/1533PNE,40,1,AR,RM,Top-up to target
59/1533PNE,36,1,RM,BS,Fill required run
59/1533PNE,37,1,AR,BS,Fill required run
59/1533PNE,38,1,AR,BS,Fill required run
59/1533PNE,39,1,AR,BS,Fill required run
59/1533PNE,40,1,AR,BS,Fill required run
59/1533PNE,36,1,BS,BO,Fill required run
59/1533PNE,37,1,BS,BO,Fill required run
59/1533PNE,38,1,BS,BO,Fill required run
59/1533PNE,39,1,BS,BO,Fill required run
59/1533PNE,40,1,RM,BO,Fill required run
59/1533PNE,36,1,BO,CO,Fill required run
59/1533PNE,37,1,BO,CO,Fill required run
59/1533PNE,39,1,BO,CO,Fill required run
59/1533PNE,40,1,BO,CO,Fill required run
59/1533PNE,37,1,CO,RI,Fill required run
59/1533PNE,38,1,CO,RI,Fill required run
59/1533PNE,39,1,CO,RI,Fill required run
59/1533PNE,37,1,RI,VR,Fill required run
59/1533PNE,38,1,RI,VR,Fill required run
59/1533PNE,39,1,RM,VR,Fill required run
59/1533PNE,37,1,VR,LN,Fill required run
59/1533PNE,38,1,VR,LN,Fill required run
59/1533PNE,37,1,RM,LN,Top-up to target
59/1533PNE,38,1,RM,LN,Top-up to target
59/1533PNE,37,1,LN,PD,Fill required run
59/1533PNE,38,1,LN,PD,Fill required run
59/1533PNE,39,1,LN,PD,Fill required run
59/1561CBL,40,1,CO,EU,Top-up to target
59/1561CTM,37,1,VR,EU,Top-up to target
59/1561CTM,38,1,OR,EU,Top-up to target
59/1561CTM,40,1,VR,EU,Top-up to target
59/1561CTM,37,1,EU,RM,Top-up to target
59/1561CTM,38,1,EU,RM,Top-up to target
59/1561CTM,39,1,EU,RM,Top-up to target
59/1561CTM,37,1,RM,AR,Top-up to target
59/1561CTM,38,1,RM,AR,Top-up to target
59/1561CTM,39,1,RM,AR,Top-up to target
59/1561CTM,37,1,AR,BS,Top-up to target
59/1561CTM,38,1,AR,BS,Top-up to target
59/1561PNE,36,1,PM,AR,Fill required run
59/1561PNE,37,1,PD,AR,Fill required run
59/1561PNE,38,1,PM,AR,Fill required run
59/1561PNE,39,1,PM,AR,Fill required run
59/1561PNE,40,1,OR,AR,Fill required run
59/1561PNE,36,1,OR,AR,Top-up to target
59/1561PNE,37,1,OR,AR,Top-up to target
59/1561PNE,38,1,OR,AR,Top-up to target
59/1561PNE,39,1,OR,AR,Top-up to target
59/1561PNE,35,1,RI,AR,Top-up to target
59/1561PNE,40,1,AR,RM,Fill required run
59/1561PNE,36,1,RI,RM,Top-up to target
59/1561PNE,37,1,RI,RM,Top-up to target
59/1561PNE,38,1,BO,RM,Top-up to target
59/1561PNE,39,1,AR,RM,Top-up to target
59/1561PNE,35,1,EU,RM,Top-up to target
59/1561PNE,39,1,RM,EU,Fill required run
59/1561PNE,40,1,RM,EU,Fill required run
59/1561PNE,36,1,RM,EU,Top-up to target
59/1561PNE,37,1,RM,EU,Top-up to target
59/1561PNE,38,1,RM,EU,Top-up to target
59/1561PNE,39,1,RM,EU,Top-up to target
59/1561PNE,35,1,RM,EU,Top-up to target
59/1561PNE,36,1,EU,BS,Fill required run
59/1561PNE,37,1,EU,BS,Fill required run
59/1561PNE,38,1,EU,BS,Fill required run
59/1561PNE,39,1,EU,BS,Fill required run
59/1561PNE,40,1,EU,BS,Fill required run
59/1561PNE,36,1,EU,BS,Top-up to target
59/1561PNE,37,1,EU,BS,Top-up to target
59/1561PNE,38,1,EU,BS,Top-up to target
59/1561PNE,39,1,AR,BS,Top-up to target
59/1561PNE,35,1,AR,BS,Top-up to target
59/1561PNE,36,1,BS,BO,Fill required run
59/1561PNE,38,1,BS,BO,Fill required run
59/1561PNE,40,1,BS,BO,Fill required run
59/1561PNE,36,1,BS,BO,Top-up to target
59/1561PNE,37,1,BS,BO,Top-up to target
59/1561PNE,38,1,BS,BO,Top-up to target
59/1561PNE,39,1,BS,BO,Top-up to target
59/1561PNE,36,1,BO,CO,Fill required run
59/1561PNE,37,1,BO,CO,Fill required run
59/1561PNE,38,1,BO,CO,Fill required run
59/1561PNE,39,1,BO,CO,Fill required run
59/1561PNE,40,1,BO,CO,Fill required run
59/1561PNE,37,1,CO,NV,Fill required run
59/1561PNE,38,1,CO,NV,Fill required run
59/1561PNE,39,1,CO,NV,Fill required run
59/1561PNE,37,1,NV,OR,Fill required run
59/1561PNE,38,1,NV,OR,Fill required run
59/1561PNE,37,1,BO,OR,Top-up to target
59/1561PNE,38,1,BO,OR,Top-up to target
59/1561PNE,39,1,BS,OR,Top-up to target
59/1561PNE,36,1,CO,OR,Top-up to target
59/1561PNE,37,1,OR,RI,Fill required run
59/1561PNE,37,1,OR,RI,Top-up to target
59/1561PNE,38,1,OR,RI,Top-up to target
59/1561PNE,39,1,OR,RI,Top-up to target
59/1561PNE,36,1,OR,RI,Top-up to target
59/1561PNE,41,1,OR,RI,Top-up to target
59/1561PNE,37,1,RI,VR,Fill required run
59/1561PNE,38,1,RI,VR,Fill required run
59/1561PNE,39,1,RI,VR,Fill required run
59/1561PNE,37,1,VR,LN,Fill required run
59/1561PNE,39,1,VR,LN,Fill required run
59/1561PNE,37,1,RI,LN,Top-up to target
59/1561PNE,38,1,RI,LN,Top-up to target
59/1561PNE,39,1,RI,LN,Top-up to target
59/1561PNE,36,1,AR,LN,Top-up to target
59/1561PNE,38,1,LN,PM,Fill required run
59/1561PNE,39,1,LN,PM,Fill required run
59/1561PNE,37,1,LN,PM,Top-up to target
59/1561PNE,38,1,LN,PM,Top-up to target
59/1561PNE,37,1,PM,ME2,Fill required run
59/1561PNE,38,1,PM,ME2,Fill required run
59/1561PNE,39,1,PM,ME2,Fill required run
59/1561PNE,37,1,PM,ME2,Top-up to target
59/1561PNE,38,1,AR,ME2,Top-up to target
59/1561PNE,36,1,AR,ME2,Top-up to target
59/1561PNE,37,1,ME2,PD,Fill required run
59/1561PNE,37,1,ME2,PD,Top-up to target
59/1561PNE,38,1,ME2,PD,Top-up to target
59/1561PNE,39,1,ME2,PD,Top-up to target
59/1561PNE,37,1,PD,CA,Fill required run
59/1561PNE,38,1,PD,CA,Fill required run
59/1561PNE,39,1,PD,CA,Fill required run
59/1561PNE,37,1,CA,TV,Fill required run
59/1561PNE,38,1,CA,TV,Fill required run
59/1561PNE,39,1,PD,TV,Fill required run
59/1614PNE,36,1,VR,EU,Fill required run
59/1614PNE,37,1,VR,EU,Fill required run
59/1614PNE,37,1,AR,EU,Top-up to target
59/1614PNE,41,1,RM,EU,Top-up to target
59/1614PNE,36,1,EU,AR,Fill required run
59/1614PNE,37,1,EU,AR,Fill required run
59/1614PNE,37,1,EU,AR,Top-up to target
59/1614PNE,36,1,AR,RM,Fill required run
59/1614PNE,38,1,AR,RM,Fill required run
59/1614PNE,39,1,AR,RM,Fill required run
59/1614PNE,36,1,RM,BS,Fill required run
59/1614PNE,37,1,RM,BS,Fill required run
59/1614PNE,38,1,RM,BS,Fill required run
59/1614PNE,36,1,BS,BO,Fill required run
59/1614PNE,37,1,BS,BO,Top-up to target
59/1614PNE,36,1,BO,CO,Fill required run
59/1614PNE,37,1,BO,CO,Fill required run
59/1614PNE,37,1,CO,OR,Fill required run
59/161WGCTM,36,1,RM,EU,Fill required run
59/161WGCTM,37,1,RI,EU,Fill required run
59/161WGCTM,40,1,BO,EU,Fill required run
59/161WGCTM,37,1,OR,EU,Top-up to target
59/161WGCTM,38,1,LN,EU,Top-up to target
59/161WGCTM,39,1,VR,EU,Top-up to target
59/161WGCTM,40,1,CO,EU,Top-up to target
59/161WGCTM,36,1,EU,AR,Fill required run
59/161WGCTM,37,1,BO,AR,Fill required run
59/161WGCTM,37,1,CO,AR,Top-up to target
59/161WGCTM,36,1,AR,BO,Fill required run
59/161WGCTM,37,1,RM,BO,Fill required run
59/161WGCTM,40,1,RM,BO,Fill required run
59/161WGCTM,37,1,BO,NV,Fill required run
59/161WGCTM,37,1,EU,NV,Top-up to target
59/161WGCTM,38,1,OR,NV,Top-up to target
59/161WGCTM,39,1,BO,NV,Top-up to target
59/161WGCTM,36,1,BO,NV,Top-up to target
59/161WGCTM,40,1,BO,NV,Top-up to target
59/161WGCTM,37,1,NV,VR,Fill required run
59/161WGCTM,39,1,NV,VR,Fill required run
59/161WGCTM,37,1,NV,VR,Top-up to target
59/161WGCTM,37,1,VR,OR,Fill required run
59/161WGCTM,38,1,VR,OR,Fill required run
59/161WGCTM,37,1,VR,OR,Top-up to target
59/1642CCU,36,1,PD,RM,Fill required run
59/1642CCU,37,1,EU,RM,Fill required run
59/1642CCU,36,1,BS,RM,Top-up to target
59/1642CCU,38,1,BS,RM,Top-up to target
59/1642CCU,37,1,RM,EU,Fill required run
59/1642CCU,36,1,RM,EU,Top-up to target
59/1642CCU,38,1,RM,EU,Top-up to target
59/1642CCU,37,1,EU,VR,Fill required run
59/1642CCU,39,1,BS,VR,Fill required run
59/1642CCU,37,1,VR,LN,Fill required run
59/1642CCU,38,1,VR,LN,Fill required run
